component_1,table_type,component_2,component_3,component_4,component_5,value,component_6,component_7,component_8
REG1,PRC_DESC,FTE-ELCSOL' 'Sector Fuel Technology Existing Electricity Plants Solar energy,,,,,,,
REG1,PRC_DESC,FTE-ELCWIN' 'Sector Fuel Technology Existing Electricity Plants Wind energy,,,,,,,
REG1,PRC_DESC,FTE-INDBIO' 'Sector Fuel Technology Existing Industry Biomass,,,,,,,
REG1,PRC_DESC,FTE-INDCOA' 'Sector Fuel Technology Existing Industry Solid Fuels,,,,,,,
REG1,PRC_DESC,FTE-INDELC' 'Sector Fuel Technology Existing Industry Electricity,,,,,,,
REG1,PRC_DESC,FTE-INDGAS' 'Sector Fuel Technology Existing Industry Natural Gas,,,,,,,
REG1,PRC_DESC,FTE-INDOIL' 'Sector Fuel Technology Existing Industry Crude oil,,,,,,,
REG1,PRC_DESC,FTE-RSDBIO' 'Sector Fuel Technology Existing Residential Biomass,,,,,,,
REG1,PRC_DESC,FTE-RSDCOA' 'Sector Fuel Technology Existing Residential Solid Fuels,,,,,,,
REG1,PRC_DESC,FTE-RSDELC' 'Sector Fuel Technology Existing Residential Solar energy,,,,,,,
REG1,PRC_DESC,FTE-RSDGAS' 'Sector Fuel Technology Existing Residential Natural Gas,,,,,,,
REG1,PRC_DESC,FTE-RSDOIL' 'Sector Fuel Technology Existing Residential Oil,,,,,,,
REG1,PRC_DESC,FTE-RSDSOL' 'Sector Fuel Technology Existing Residential Solar energy,,,,,,,
REG1,PRC_DESC,FTE-TRABIO' 'Sector Fuel Technology Existing Transport Biofuels,,,,,,,
REG1,PRC_DESC,FTE-TRADSL' 'Sector Fuel Technology Existing Transport Diesel oil,,,,,,,
REG1,PRC_DESC,FTE-TRAELC' 'Sector Fuel Technology Existing Transport Electricity,,,,,,,
REG1,PRC_DESC,FTE-TRAGAS' 'Sector Fuel Technology Existing Transport Natural Gas,,,,,,,
REG1,PRC_DESC,FTE-TRAGSL' 'Sector Fuel Technology Existing Transport Motor spirit,,,,,,,
REG1,PRC_DESC,FTE-TRALPG' 'Sector Fuel Technology Existing Transport LPG,,,,,,,
REG1,PRC_DESC,IDM1ETOT' 'Demand Technologies Industry Sector - Existing Demand 1 - Total,,,,,,,
REG1,PRC_DESC,IMPCOA1' 'Import of Solid Fuels Step 1,,,,,,,
REG1,PRC_DESC,IMPDEMZ' 'Dummy Import of DEM,,,,,,,
REG1,PRC_DESC,IMPDSL1' 'Import of Diesel oil Step 1,,,,,,,
REG1,PRC_DESC,IMPELC1' 'Import of Electricity Step 1,,,,,,,
REG1,PRC_DESC,IMPGAS1' 'Import of Natural Gas Step 1,,,,,,,
REG1,PRC_DESC,IMPGSL1' 'Import of Motor spirit Step 1,,,,,,,
REG1,PRC_DESC,IMPHFO1' 'Import of Heavy Fuel Oil Step 1,,,,,,,
REG1,PRC_DESC,IMPKER1' 'Import of Kerosenes Step 1,,,,,,,
REG1,PRC_DESC,IMPLPG1' 'Import of LPG Step 1,,,,,,,
REG1,PRC_DESC,IMPMATZ' 'Dummy Import of MAT,,,,,,,
REG1,PRC_DESC,IMPNAP1' 'Import of Naphtha Step 1,,,,,,,
REG1,PRC_DESC,IMPNRGZ' 'Dummy Import of NRG,,,,,,,
REG1,PRC_DESC,IMPOIL1' 'Import of Crude Oil Step 1,,,,,,,
REG1,PRC_DESC,IMPOPP1' 'Import of Other Petroleum Products Step 1,,,,,,,
REG1,PRC_DESC,MINBIO1' 'Domestic Supply of Biomass Step 1,,,,,,,
REG1,PRC_DESC,MINCOA1' 'Domestic Supply of Solid Fuels Step 1,,,,,,,
REG1,PRC_DESC,MINCOA2' 'Domestic Supply of Solid Fuels Step 2,,,,,,,
REG1,PRC_DESC,MINCOA3' 'Domestic Supply of Solid Fuels Step 3,,,,,,,
REG1,PRC_DESC,MINGAS1' 'Domestic Supply of Natural Gas Step 1,,,,,,,
REG1,PRC_DESC,MINGAS2' 'Domestic Supply of Natural Gas Step 2,,,,,,,
REG1,PRC_DESC,MINGAS3' 'Domestic Supply of Natural Gas Step 3,,,,,,,
REG1,PRC_DESC,MINHYD1' 'Domestic Supply of Hydro power Step 1,,,,,,,
REG1,PRC_DESC,MINNUC1' 'Domestic Supply of Nuclear Energy Step 1,,,,,,,
REG1,PRC_DESC,MINOIL1' 'Domestic Supply of Crude Oil Step 1,,,,,,,
REG1,PRC_DESC,MINOIL2' 'Domestic Supply of Crude Oil Step 2,,,,,,,
REG1,PRC_DESC,MINOIL3' 'Domestic Supply of Crude Oil Step 3,,,,,,,
REG1,PRC_DESC,MINSOL1' 'Domestic Supply of Solar energy Step 1,,,,,,,
REG1,PRC_DESC,MINWIN1' 'Domestic Supply of Wind energy Step 1,,,,,,,
REG1,PRC_DESC,RAPEELC' 'Demand Technologies Residential Sector - Existing Appliancens - Electricity,,,,,,,
REG1,PRC_DESC,REFEOIL00' 'Refinery Existing00,,,,,,,
REG1,PRC_DESC,ROTEBIO' 'Demand Technologies Residential Sector - Existing Other - Biomass,,,,,,,
REG1,PRC_DESC,ROTECOA' 'Demand Technologies Residential Sector - Existing Other - Solid Fuels,,,,,,,
REG1,PRC_DESC,ROTEELC' 'Demand Technologies Residential Sector - Existing Other - Electricity,,,,,,,
REG1,PRC_DESC,ROTEGAS' 'Demand Technologies Residential Sector - Existing Other - Natural Gas,,,,,,,
REG1,PRC_DESC,ROTEOIL' 'Demand Technologies Residential Sector - Existing Other - Oil,,,,,,,
REG1,PRC_DESC,RSHEBIO' 'Demand Technologies Residential Sector - Existing Space Heating - Biomass,,,,,,,
REG1,PRC_DESC,RSHECOA' 'Demand Technologies Residential Sector - Existing Space Heating - Solid Fuels,,,,,,,
REG1,PRC_DESC,RSHEELC' 'Demand Technologies Residential Sector - Existing Space Heating - Electricity,,,,,,,
REG1,PRC_DESC,RSHEGAS' 'Demand Technologies Residential Sector - Existing Space Heating - Natural Gas,,,,,,,
REG1,PRC_DESC,RSHEOIL' 'Demand Technologies Residential Sector - Existing Space Heating - Oil,,,,,,,
REG1,PRC_DESC,RSHESOL' 'Demand Technologies Residential Sector - Existing Space Heating - Solar energy,,,,,,,
REG1,PRC_DESC,TB_ELC_REG1_REG2_01' 'IRE(B) - ELC from reg1 to reg2,,,,,,,
REG1,PRC_DESC,TCAREBIO' 'Demand Technologies Transport Sector - Existing Cars - Biofuels,,,,,,,
REG1,PRC_DESC,TCAREDSL' 'Demand Technologies Transport Sector - Existing Cars - Diesel oil,,,,,,,
REG1,PRC_DESC,TCAREELC' 'Demand Technologies Transport Sector - Existing Cars - Electricity,,,,,,,
REG1,PRC_DESC,TCAREGAS' 'Demand Technologies Transport Sector - Existing Cars - Natural Gas,,,,,,,
REG1,PRC_DESC,TCAREGSL' 'Demand Technologies Transport Sector - Existing Cars - Motor spirit,,,,,,,
REG1,PRC_DESC,TCARELPG' 'Demand Technologies Transport Sector - Existing Cars - LPG,,,,,,,
REG1,PRC_DESC,TPUBEBIO' 'Demand Technologies Transport Sector - Existing Pub - Biofuels,,,,,,,
REG1,PRC_DESC,TPUBEDSL' 'Demand Technologies Transport Sector - Existing Pub - Diesel oil,,,,,,,
REG1,PRC_DESC,TPUBEELC' 'Demand Technologies Transport Sector - Existing Pub - Electricity,,,,,,,
REG1,PRC_DESC,TPUBEGAS' 'Demand Technologies Transport Sector - Existing Pub - Natural Gas,,,,,,,
REG1,PRC_DESC,TPUBEGSL' 'Demand Technologies Transport Sector - Existing Pub - Motor spirit,,,,,,,
REG1,PRC_DESC,TPUBELPG' 'Demand Technologies Transport Sector - Existing Pub - LPG,,,,,,,
REG1,PRC_DESC,TU_GAS_REG2_REG1_01' 'IRE(U) - GAS from reg2 to reg1,,,,,,,
REG2,PRC_DESC,AOTETOT' 'Demand Technologies Agriculture Sector - Existing Demand - TOT,,,,,,,
REG2,PRC_DESC,CAPEELC' 'Demand Technologies Commercial Sector - Existing Appliancens - Electricity,,,,,,,
REG2,PRC_DESC,COTEBIO' 'Demand Technologies Commercial Sector - Existing Other - Biomass,,,,,,,
REG2,PRC_DESC,COTECOA' 'Demand Technologies Commercial Sector - Existing Other - Solid Fuels,,,,,,,
REG2,PRC_DESC,COTEELC' 'Demand Technologies Commercial Sector - Existing Other - Electricity,,,,,,,
REG2,PRC_DESC,COTEGAS' 'Demand Technologies Commercial Sector - Existing Other - Natural Gas,,,,,,,
REG2,PRC_DESC,COTEOIL' 'Demand Technologies Commercial Sector - Existing Other - oil,,,,,,,
REG2,PRC_DESC,CSHEBIO' 'Demand Technologies Commercial Sector - Existing Space Heating - Biomass,,,,,,,
REG2,PRC_DESC,CSHECOA' 'Demand Technologies Commercial Sector - Existing Space Heating - Solid Fuels,,,,,,,
REG2,PRC_DESC,CSHEELC' 'Demand Technologies Commercial Sector - Existing Space Heating - Electricity,,,,,,,
REG2,PRC_DESC,CSHEGAS' 'Demand Technologies Commercial Sector - Existing Space Heating - Natural Gas,,,,,,,
REG2,PRC_DESC,CSHEOIL' 'Demand Technologies Commercial Sector - Existing Space Heating - oil,,,,,,,
REG2,PRC_DESC,CSHESOL' 'Demand Technologies Commercial Sector - Existing Space Heating - Solar energy,,,,,,,
REG2,PRC_DESC,ELCNENUC00' 'Power Plants Existing00 - Nuclear Energy,,,,,,,
REG2,PRC_DESC,ELCREBIO00' 'Power Plants Existing00 - Biomass,,,,,,,
REG2,PRC_DESC,ELCREHYD00' 'Power Plants Existing00 - Hydro power,,,,,,,
REG2,PRC_DESC,ELCRESOL00' 'Power Plants Existing00 - Solar energy,,,,,,,
REG2,PRC_DESC,ELCREWIN00' 'Power Plants Existing00 - Wind energy,,,,,,,
REG2,PRC_DESC,ELCTECOA00' 'Power Plants Existing00 - Solid Fuels,,,,,,,
REG2,PRC_DESC,ELCTEGAS00' 'Power Plants Existing00 - Natural Gas,,,,,,,
REG2,PRC_DESC,ELCTEOIL00' 'Power Plants Existing00 - Crude Oil,,,,,,,
REG2,PRC_DESC,EXPCOA1' 'Export of Solid Fuels Step 1,,,,,,,
REG2,PRC_DESC,EXPDSL1' 'Export of Diesel oil Step 1,,,,,,,
REG2,PRC_DESC,EXPELC1' 'Export of Electricity Step 1,,,,,,,
REG2,PRC_DESC,EXPGAS1' 'Export of Natural Gas Step 1,,,,,,,
REG2,PRC_DESC,EXPGSL1' 'Export of Motor spirit Step 1,,,,,,,
REG2,PRC_DESC,EXPHFO1' 'Export of Heavy Fuel Oil Step 1,,,,,,,
REG2,PRC_DESC,EXPKER1' 'Export of Kerosenes Step 1,,,,,,,
REG2,PRC_DESC,EXPLPG1' 'Export of LPG Step 1,,,,,,,
REG2,PRC_DESC,EXPNAP1' 'Export of Naphtha Step 1,,,,,,,
REG2,PRC_DESC,EXPOIL1' 'Export of Crude Oil Step 1,,,,,,,
REG2,PRC_DESC,EXPOPP1' 'Export of Other Petroleum Products Step 1,,,,,,,
REG2,PRC_DESC,FTE-AGRBIO' 'Sector Fuel Technology Existing Agriculture Biomass,,,,,,,
REG2,PRC_DESC,FTE-AGRCOA' 'Sector Fuel Technology Existing Agriculture Solid Fuels,,,,,,,
REG2,PRC_DESC,FTE-AGRELC' 'Sector Fuel Technology Existing Agriculture Electricity,,,,,,,
REG2,PRC_DESC,FTE-AGRGAS' 'Sector Fuel Technology Existing Agriculture Natural Gas,,,,,,,
REG2,PRC_DESC,FTE-AGROIL' 'Sector Fuel Technology Existing Agriculture oil,,,,,,,
REG2,PRC_DESC,FTE-COMBIO' 'Sector Fuel Technology Existing Commercial Biomass,,,,,,,
REG2,PRC_DESC,FTE-COMCOA' 'Sector Fuel Technology Existing Commercial Solid Fuels,,,,,,,
REG2,PRC_DESC,FTE-COMELC' 'Sector Fuel Technology Existing Commercial Electricity,,,,,,,
REG2,PRC_DESC,FTE-COMGAS' 'Sector Fuel Technology Existing Commercial Natural Gas,,,,,,,
REG2,PRC_DESC,FTE-COMOIL' 'Sector Fuel Technology Existing Commercial oil,,,,,,,
REG2,PRC_DESC,FTE-COMSOL' 'Sector Fuel Technology Existing Commercial Solar energy,,,,,,,
REG2,PRC_DESC,FTE-ELCBIO' 'Sector Fuel Technology Existing Electricity Plants Biomass,,,,,,,
REG2,PRC_DESC,FTE-ELCCOA' 'Sector Fuel Technology Existing Electricity Plants Solid Fuels,,,,,,,
REG2,PRC_DESC,FTE-ELCGAS' 'Sector Fuel Technology Existing Electricity Plants Natural Gas,,,,,,,
REG2,PRC_DESC,FTE-ELCHYD' 'Sector Fuel Technology Existing Electricity Plants Hydro power,,,,,,,
REG2,PRC_DESC,FTE-ELCNUC' 'Sector Fuel Technology Existing Electricity Plants Nuclear Energy,,,,,,,
REG2,PRC_DESC,FTE-ELCOIL' 'Sector Fuel Technology Existing Electricity Plants Oil,,,,,,,
REG2,PRC_DESC,FTE-ELCSOL' 'Sector Fuel Technology Existing Electricity Plants Solar energy,,,,,,,
REG2,PRC_DESC,FTE-ELCWIN' 'Sector Fuel Technology Existing Electricity Plants Wind energy,,,,,,,
REG2,PRC_DESC,FTE-INDBIO' 'Sector Fuel Technology Existing Industry Biomass,,,,,,,
REG2,PRC_DESC,FTE-INDCOA' 'Sector Fuel Technology Existing Industry Solid Fuels,,,,,,,
REG2,PRC_DESC,FTE-INDELC' 'Sector Fuel Technology Existing Industry Electricity,,,,,,,
REG2,PRC_DESC,FTE-INDGAS' 'Sector Fuel Technology Existing Industry Natural Gas,,,,,,,
REG2,PRC_DESC,FTE-INDOIL' 'Sector Fuel Technology Existing Industry Crude Oil,,,,,,,
REG2,PRC_DESC,FTE-RSDBIO' 'Sector Fuel Technology Existing Residential Biomass,,,,,,,
REG2,PRC_DESC,FTE-RSDCOA' 'Sector Fuel Technology Existing Residential Solid Fuels,,,,,,,
REG2,PRC_DESC,FTE-RSDELC' 'Sector Fuel Technology Existing Residential Electricity,,,,,,,
REG2,PRC_DESC,FTE-RSDGAS' 'Sector Fuel Technology Existing Residential Natural Gas,,,,,,,
REG2,PRC_DESC,FTE-RSDOIL' 'Sector Fuel Technology Existing Residential oil,,,,,,,
REG2,PRC_DESC,FTE-RSDSOL' 'Sector Fuel Technology Existing Residential Solar energy,,,,,,,
REG2,PRC_DESC,FTE-TRABIO' 'Sector Fuel Technology Existing Transport Biofuels,,,,,,,
REG2,PRC_DESC,FTE-TRADSL' 'Sector Fuel Technology Existing Transport Diesel oil,,,,,,,
REG2,PRC_DESC,FTE-TRAELC' 'Sector Fuel Technology Existing Transport Electricity,,,,,,,
REG2,PRC_DESC,FTE-TRAGAS' 'Sector Fuel Technology Existing Transport Natural Gas,,,,,,,
REG2,PRC_DESC,FTE-TRAGSL' 'Sector Fuel Technology Existing Transport Motor spirit,,,,,,,
REG2,PRC_DESC,FTE-TRALPG' 'Sector Fuel Technology Existing Transport LPG,,,,,,,
REG2,PRC_DESC,IDM1ETOT' 'Demand Technologies Industry Sector - Existing Demand 1 - Total,,,,,,,
REG2,PRC_DESC,IMPCOA1' 'Import of Solid Fuels Step 1,,,,,,,
REG2,PRC_DESC,IMPDEMZ' 'Dummy Import of DEM,,,,,,,
REG2,PRC_DESC,IMPDSL1' 'Import of Diesel oil Step 1,,,,,,,
REG2,PRC_DESC,IMPELC1' 'Import of Electricity Step 1,,,,,,,
REG2,PRC_DESC,IMPGAS1' 'Import of Natural Gas Step 1,,,,,,,
REG2,PRC_DESC,IMPGSL1' 'Import of Motor spirit Step 1,,,,,,,
REG2,PRC_DESC,IMPHFO1' 'Import of Heavy Fuel Oil Step 1,,,,,,,
REG2,PRC_DESC,IMPKER1' 'Import of Kerosenes Step 1,,,,,,,
REG2,PRC_DESC,IMPLPG1' 'Import of LPG Step 1,,,,,,,
REG2,PRC_DESC,IMPMATZ' 'Dummy Import of MAT,,,,,,,
REG2,PRC_DESC,IMPNAP1' 'Import of Naphtha Step 1,,,,,,,
REG2,PRC_DESC,IMPNRGZ' 'Dummy Import of NRG,,,,,,,
REG2,PRC_DESC,IMPOIL1' 'Import of Crude Oil Step 1,,,,,,,
REG2,PRC_DESC,IMPOPP1' 'Import of Other Petroleum Products Step 1,,,,,,,
REG2,PRC_DESC,MINBIO1' 'Domestic Supply of Biomass Step 1,,,,,,,
REG2,PRC_DESC,MINCOA1' 'Domestic Supply of Solid Fuels Step 1,,,,,,,
REG2,PRC_DESC,MINCOA2' 'Domestic Supply of Solid Fuels Step 2,,,,,,,
REG2,PRC_DESC,MINCOA3' 'Domestic Supply of Solid Fuels Step 3,,,,,,,
REG2,PRC_DESC,MINGAS1' 'Domestic Supply of Natural Gas Step 1,,,,,,,
REG2,PRC_DESC,MINGAS2' 'Domestic Supply of Natural Gas Step 2,,,,,,,
REG2,PRC_DESC,MINGAS3' 'Domestic Supply of Natural Gas Step 3,,,,,,,
REG2,PRC_DESC,MINHYD1' 'Domestic Supply of Hydro power Step 1,,,,,,,
REG2,PRC_DESC,MINNUC1' 'Domestic Supply of Nuclear Energy Step 1,,,,,,,
REG2,PRC_DESC,MINOIL1' 'Domestic Supply of Crude Oil Step 1,,,,,,,
REG2,PRC_DESC,MINOIL2' 'Domestic Supply of Crude Oil Step 2,,,,,,,
REG2,PRC_DESC,MINOIL3' 'Domestic Supply of Crude Oil Step 3,,,,,,,
REG2,PRC_DESC,MINSOL1' 'Domestic Supply of Solar energy Step 1,,,,,,,
REG2,PRC_DESC,MINWIN1' 'Domestic Supply of Wind energy Step 1,,,,,,,
REG2,PRC_DESC,RAPEELC' 'Demand Technologies Residential Sector - Existing Appliancens - Electricity,,,,,,,
REG2,PRC_DESC,REFEOIL00' 'Refinery Existing00,,,,,,,
REG2,PRC_DESC,ROTEBIO' 'Demand Technologies Residential Sector - Existing Other - Biomass,,,,,,,
REG2,PRC_DESC,ROTECOA' 'Demand Technologies Residential Sector - Existing Other - Solid Fuels,,,,,,,
REG2,PRC_DESC,ROTEELC' 'Demand Technologies Residential Sector - Existing Other - Electricity,,,,,,,
REG2,PRC_DESC,ROTEGAS' 'Demand Technologies Residential Sector - Existing Other - Natural Gas,,,,,,,
REG2,PRC_DESC,ROTEOIL' 'Demand Technologies Residential Sector - Existing Other - oil,,,,,,,
REG2,PRC_DESC,RSHEBIO' 'Demand Technologies Residential Sector - Existing Space Heating - Biomass,,,,,,,
REG2,PRC_DESC,RSHECOA' 'Demand Technologies Residential Sector - Existing Space Heating - Solid Fuels,,,,,,,
REG2,PRC_DESC,RSHEELC' 'Demand Technologies Residential Sector - Existing Space Heating - Electricity,,,,,,,
REG2,PRC_DESC,RSHEGAS' 'Demand Technologies Residential Sector - Existing Space Heating - Natural Gas,,,,,,,
REG2,PRC_DESC,RSHEOIL' 'Demand Technologies Residential Sector - Existing Space Heating - oil,,,,,,,
REG2,PRC_DESC,RSHESOL' 'Demand Technologies Residential Sector - Existing Space Heating - Solar energy,,,,,,,
REG2,PRC_DESC,TB_ELC_REG1_REG2_01' 'IRE(B) - ELC from reg1 to reg2,,,,,,,
REG2,PRC_DESC,TCAREBIO' 'Demand Technologies Transport Sector - Existing Cars - Biofuels,,,,,,,
REG2,PRC_DESC,TCAREDSL' 'Demand Technologies Transport Sector - Existing Cars - Diesel oil,,,,,,,
REG2,PRC_DESC,TCAREELC' 'Demand Technologies Transport Sector - Existing Cars - Electricity,,,,,,,
REG2,PRC_DESC,TCAREGAS' 'Demand Technologies Transport Sector - Existing Cars - Natural Gas,,,,,,,
REG2,PRC_DESC,TCAREGSL' 'Demand Technologies Transport Sector - Existing Cars - Motor spirit,,,,,,,
REG2,PRC_DESC,TCARELPG' 'Demand Technologies Transport Sector - Existing Cars - LPG,,,,,,,
REG2,PRC_DESC,TPUBEBIO' 'Demand Technologies Transport Sector - Existing Pub - Biofuels,,,,,,,
REG2,PRC_DESC,TPUBEDSL' 'Demand Technologies Transport Sector - Existing Pub - Diesel oil,,,,,,,
REG2,PRC_DESC,TPUBEELC' 'Demand Technologies Transport Sector - Existing Pub - Electricity,,,,,,,
REG2,PRC_DESC,TPUBEGAS' 'Demand Technologies Transport Sector - Existing Pub - Natural Gas,,,,,,,
REG2,PRC_DESC,TPUBEGSL' 'Demand Technologies Transport Sector - Existing Pub - Motor spirit,,,,,,,
REG2,PRC_DESC,TPUBELPG' 'Demand Technologies Transport Sector - Existing Pub - LPG,,,,,,,
REG2,PRC_DESC,TU_GAS_REG2_REG1_01' 'IRE(U) - GAS from reg2 to reg1,,,,,,,
REG1,COM_DESC,AGRBIO' 'Agriculture Biomass,,,,,,,
REG1,COM_DESC,AGRCO2' 'Agriculture Carbon dioxide,,,,,,,
REG1,COM_DESC,AGRCOA' 'Agriculture Solid Fuels,,,,,,,
REG1,COM_DESC,AGRELC' 'Agriculture Electricity,,,,,,,
REG1,COM_DESC,AGRGAS' 'Agriculture Natural Gas,,,,,,,
REG1,COM_DESC,AGROIL' 'Agriculture Oil,,,,,,,
REG1,COM_DESC,BIO' 'Biomass,,,,,,,
REG1,COM_DESC,COA' 'Solid Fuels,,,,,,,
REG1,COM_DESC,COMBIO' 'Commercial Biomass,,,,,,,
REG1,COM_DESC,COMCO2' 'Commercial Carbon dioxide,,,,,,,
REG1,COM_DESC,COMCOA' 'Commercial Solid Fuels,,,,,,,
REG1,COM_DESC,COMELC' 'Commercial Electricity,,,,,,,
REG1,COM_DESC,COMGAS' 'Commercial Natural Gas,,,,,,,
REG1,COM_DESC,COMOIL' 'Commercial Oil,,,,,,,
REG1,COM_DESC,COMSOL' 'Commercial Solar energy,,,,,,,
REG1,COM_DESC,DAOT' 'Demand Agriculture Sector - Demand,,,,,,,
REG1,COM_DESC,DCAP' 'Demand Commercial Sector - Appliancens,,,,,,,
REG1,COM_DESC,DCOT' 'Demand Commercial Sector - Other,,,,,,,
REG1,COM_DESC,DCSH' 'Demand Commercial Sector - Space Heating,,,,,,,
REG1,COM_DESC,DIDM1' 'Demand Industry Sector - Demand 1,,,,,,,
REG1,COM_DESC,DRAP' 'Demand Residential Sector - Appliancens,,,,,,,
REG1,COM_DESC,DROT' 'Demand Residential Sector - Other,,,,,,,
REG1,COM_DESC,DRSH' 'Demand Residential Sector - Space Heating,,,,,,,
REG1,COM_DESC,DSL' 'Diesel oil,,,,,,,
REG1,COM_DESC,DTCAR' 'Demand Transport Sector - Cars,,,,,,,
REG1,COM_DESC,DTPUB' 'Demand Transport Sector - Pub,,,,,,,
REG1,COM_DESC,ELC' 'Electricity,,,,,,,
REG1,COM_DESC,ELCBIO' 'Electricity Plants Biomass,,,,,,,
REG1,COM_DESC,ELCCO2' 'Electricity Plants Carbon dioxide,,,,,,,
REG1,COM_DESC,ELCCOA' 'Electricity Plants Solid Fuels,,,,,,,
REG1,COM_DESC,ELCGAS' 'Electricity Plants Natural Gas,,,,,,,
REG1,COM_DESC,ELCHYD' 'Electricity Plants Hydro power,,,,,,,
REG1,COM_DESC,ELCNUC' 'Electricity Plants Nuclear Energy,,,,,,,
REG1,COM_DESC,ELCOIL' 'Electricity Plants oil,,,,,,,
REG1,COM_DESC,ELCSOL' 'Electricity Plants Solar energy,,,,,,,
REG1,COM_DESC,ELCWIN' 'Electricity Plants Wind energy,,,,,,,
REG1,COM_DESC,GAS' 'Natural Gas,,,,,,,
REG1,COM_DESC,GSL' 'Motor spirit,,,,,,,
REG1,COM_DESC,HFO' 'Heavy Fuel Oil,,,,,,,
REG1,COM_DESC,HYD' 'Hydro power,,,,,,,
REG1,COM_DESC,INDBIO' 'Industry Biomass,,,,,,,
REG1,COM_DESC,INDCO2' 'Industry Carbon dioxide,,,,,,,
REG1,COM_DESC,INDCOA' 'Industry Solid Fuels,,,,,,,
REG1,COM_DESC,INDELC' 'Industry Electricity,,,,,,,
REG1,COM_DESC,INDGAS' 'Industry Natural Gas,,,,,,,
REG1,COM_DESC,INDOIL' 'Industry Crude oil,,,,,,,
REG1,COM_DESC,KER' 'Kerosenes,,,,,,,
REG1,COM_DESC,LPG' 'LPG,,,,,,,
REG1,COM_DESC,NAP' 'Naphtha,,,,,,,
REG1,COM_DESC,NUC' 'Nuclear Energy,,,,,,,
REG1,COM_DESC,OIL' 'Crude Oil,,,,,,,
REG1,COM_DESC,OPP' 'Other Petroleum Products,,,,,,,
REG1,COM_DESC,RSDBIO' 'Residential Biomass,,,,,,,
REG1,COM_DESC,RSDCO2' 'Residential Carbon dioxide,,,,,,,
REG1,COM_DESC,RSDCOA' 'Residential Solid Fuels,,,,,,,
REG1,COM_DESC,RSDELC' 'Residential Solar energy,,,,,,,
REG1,COM_DESC,RSDGAS' 'Residential Natural Gas,,,,,,,
REG1,COM_DESC,RSDOIL' 'Residential Oil,,,,,,,
REG1,COM_DESC,RSDSOL' 'Residential Solar energy,,,,,,,
REG1,COM_DESC,SOL' 'Solar energy,,,,,,,
REG1,COM_DESC,TRABIO' 'Transport Biofuels,,,,,,,
REG1,COM_DESC,TRACO2' 'Transport Carbon dioxide,,,,,,,
REG1,COM_DESC,TRADSL' 'Transport Diesel oil,,,,,,,
REG1,COM_DESC,TRAELC' 'Transport Electricity,,,,,,,
REG1,COM_DESC,TRAGAS' 'Transport Natural Gas,,,,,,,
REG1,COM_DESC,TRAGSL' 'Transport Motor spirit,,,,,,,
REG1,COM_DESC,TRALPG' 'Transport LPG,,,,,,,
REG1,COM_DESC,WIN' 'Wind energy,,,,,,,
REG2,COM_DESC,AGRBIO' 'Agriculture Biomass,,,,,,,
REG2,COM_DESC,AGRCO2' 'Agriculture Carbon dioxide,,,,,,,
REG2,COM_DESC,AGRCOA' 'Agriculture Solid Fuels,,,,,,,
REG2,COM_DESC,AGRELC' 'Agriculture Electricity,,,,,,,
REG2,COM_DESC,AGRGAS' 'Agriculture Natural Gas,,,,,,,
REG2,COM_DESC,AGROIL' 'Agriculture oil,,,,,,,
REG2,COM_DESC,BIO' 'Biomass,,,,,,,
REG2,COM_DESC,COA' 'Solid Fuels,,,,,,,
REG2,COM_DESC,COMBIO' 'Commercial Biomass,,,,,,,
REG2,COM_DESC,COMCO2' 'Commercial Carbon dioxide,,,,,,,
REG2,COM_DESC,COMCOA' 'Commercial Solid Fuels,,,,,,,
REG2,COM_DESC,COMELC' 'Commercial Electricity,,,,,,,
REG2,COM_DESC,COMGAS' 'Commercial Natural Gas,,,,,,,
REG2,COM_DESC,COMOIL' 'Commercial oil,,,,,,,
REG2,COM_DESC,COMSOL' 'Commercial Solar energy,,,,,,,
REG2,COM_DESC,DAOT' 'Demand Agriculture Sector - Demand,,,,,,,
REG2,COM_DESC,DCAP' 'Demand Commercial Sector - Appliancens,,,,,,,
REG2,COM_DESC,DCOT' 'Demand Commercial Sector - Other,,,,,,,
REG2,COM_DESC,DCSH' 'Demand Commercial Sector - Space Heating,,,,,,,
REG2,COM_DESC,DIDM1' 'Demand Industry Sector - Demand 1,,,,,,,
REG2,COM_DESC,DRAP' 'Demand Residential Sector - Appliancens,,,,,,,
REG2,COM_DESC,DROT' 'Demand Residential Sector - Other,,,,,,,
REG2,COM_DESC,DRSH' 'Demand Residential Sector - Space Heating,,,,,,,
REG2,COM_DESC,DSL' 'Diesel oil,,,,,,,
REG2,COM_DESC,DTCAR' 'Demand Transport Sector - Cars,,,,,,,
REG2,COM_DESC,DTPUB' 'Demand Transport Sector - Pub,,,,,,,
REG2,COM_DESC,ELC' 'Electricity,,,,,,,
REG2,COM_DESC,ELCBIO' 'Electricity Plants Biomass,,,,,,,
REG2,COM_DESC,ELCCO2' 'Electricity Plants Carbon dioxide,,,,,,,
REG2,COM_DESC,ELCCOA' 'Electricity Plants Solid Fuels,,,,,,,
REG2,COM_DESC,ELCGAS' 'Electricity Plants Natural Gas,,,,,,,
REG2,COM_DESC,ELCHYD' 'Electricity Plants Hydro power,,,,,,,
REG2,COM_DESC,ELCNUC' 'Electricity Plants Nuclear Energy,,,,,,,
REG2,COM_DESC,ELCOIL' 'Electricity Plants Oil,,,,,,,
